DrugID,Smiles
DB00826,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
DB00681,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
DB00646,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O
DB09040,C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DB01007,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
DB00251,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB03793,OC(=O)C1=CC=CC=C1
DB04794,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
DB00877,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
DB01153,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl
DB01034,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O
DB08958,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
DB01091,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
DB01127,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB00639,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1
DB00735,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
DB00239,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
DB00866,CC(C)NCC(O)COC1=CC=CC=C1CC=C
DB00612,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DB00373,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00335,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DB08808,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB04846,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O
DB01580,CC(C)NCC(O)COC1=CC=CC=C1OCC=C
DB01359,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00264,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1
DB04861,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01193,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O
DB00187,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00521,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00531,ClCCN(CCCl)P1(=O)NCCCO1
DB00552,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O
DB00206,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
DB00611,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1
DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
DB01041,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB00433,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB09034,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2
DB00898,CCO
DB00425,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
DB01403,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
DB01114,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB00405,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00956,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00370,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
DB00371,CCCC(C)(COC(N)=O)COC(N)=O
DB00588,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB04844,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1
DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
DB06716,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O
DB09224,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB13872,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl
DB00633,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
DB09117,CC1OC(C)OC(C)O1
DB00656,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
DB00575,ClC1=CC=CC(Cl)=C1NC1=NCCN1
DB01466,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00623,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00490,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
DB00831,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00801,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00628,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB00404,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB08872,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00726,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
DB06204,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
DB06288,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
DB00327,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00494,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
DB04908,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1
DB00186,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
DB00356,ClC1=CC2=C(OC(=O)N2)C=C1
DB09085,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
DB00423,COC1=C(OCC(O)COC(N)=O)C=CC=C1
DB00647,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
DB00753,FC(F)OC(Cl)C(F)(F)F
DB09071,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2
DB00323,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
DB06690,[N-]=[N+]=O
DB01159,[H]C(Cl)(Br)C(F)(F)F
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
DB01002,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB00292,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
DB09128,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1
DB00813,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
DB09286,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1
DB08910,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
DB09342,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC
DB00750,CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00985,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB00949,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
DB01614,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
DB01080,NC(CCC(O)=O)C=C
DB00409,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB00961,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00454,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DB00818,CC(C)C1=CC=CC(C(C)C)=C1O
DB00907,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
DB01440,OCCCC(O)=O
DB01545,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2
DB00771,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00486,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
DB01065,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
DB00341,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB01142,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12
DB01106,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1
DB01618,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
DB00690,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB00228,FC(F)OC(F)(F)C(F)Cl
DB13323,ClC=C(Cl)Cl
DB09225,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12
DB01209,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
DB01433,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00593,CCC1(C)CC(=O)NC1=O
DB00296,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB01221,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB00892,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
DB00802,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
DB00344,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00555,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
DB00933,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
DB11148,CCCCOC(=O)C1=CC=C(N)C=C1
DB01100,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
DB01452,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
DB01501,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB12532,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1
DB00241,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
DB00708,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
DB00748,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl
DB00835,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00950,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1
DB09345,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
DB01176,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB06144,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
DB11609,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB01068,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
DB00897,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB08922,[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
DB00660,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
DB01356,[Li+]
DB09118,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1
DB09068,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1
DB06216,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
DB00427,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
DB00909,NS(=O)(=O)CC1=NOC2=CC=CC=C12
DB00934,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
DB00844,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
DB00540,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00645,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
DB00924,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB01018,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
DB00899,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
DB00996,NCC1(CC(O)=O)CCCCC1
DB00497,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C
DB00231,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
DB01615,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C
DB00508,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
DB01587,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
DB00653,[Mg++].[O-]S([O-])(=O)=O
DB00189,CCC(O)(\C=C\Cl)C#C
DB00334,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB00829,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB01563,OC(O)C(Cl)(Cl)Cl
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB01544,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00193,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
DB01239,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12
DB00395,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00906,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
DB00455,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
DB00962,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
DB00313,CCCC(CCC)C(O)=O
DB01623,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
DB01567,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB01595,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
DB08987,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C
DB00754,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
DB13025,CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O
DB01086,CCOC(=O)C1=CC=C(N)C=C1
DB09009,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
DB01224,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
DB06738,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1
DB01353,CCCCC1(CC)C(=O)NC(=O)NC1=O
DB01081,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB00298,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
DB01589,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
DB01192,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O
DB01267,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
DB00842,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB05246,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
DB09166,CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl
DB01621,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
DB01558,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1
DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB08815,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
DB00904,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
DB01178,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
DB00875,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB00318,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DB01588,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1
DB01161,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1
DB00181,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
DB01238,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB01202,CC[C@H](N1CCCC1=O)C(N)=O
DB04841,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
DB00652,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C
DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB01189,FC(F)OC(F)C(F)(F)F
DB00408,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB01235,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
DB01624,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
DB00281,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
DB00721,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
DB01198,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB01219,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
DB00450,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB01463,CCNC1C2CCC(C2)C1C1=CC=CC=C1
DB06770,OCC1=CC=CC=C1
DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
DB09072,[Na+].OCCCC([O-])=O
DB04842,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1
DB00475,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
DB01551,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC
DB00683,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DB00980,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
DB06282,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00915,NC12CC3CC(CC(C3)C1)C2
DB00495,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
DB01028,COC(F)(F)C(Cl)Cl
DB06702,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
DB00662,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1
DB08883,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1
DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
DB00695,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB00214,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
DB00887,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
DB00358,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DB00674,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
DB01245,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
DB00989,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
DB01122,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl
DB01057,CCOP(=O)(OCC)SCC[N+](C)(C)C
DB00981,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB01010,CC[N+](C)(C)C1=CC(O)=CC=C1
DB00545,CN(C)C(=O)OC1=C[N+](C)=CC=C1
DB01400,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
DB01233,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
DB00677,CC(C)OP(F)(=O)OC(C)C
DB00944,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
DB08806,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
DB00126,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
DB09125,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB00585,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
DB09154,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB00248,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
DB00589,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
DB01253,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO
DB00353,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
DB00714,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
